step_number,food_amount
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,1
37,1
38,1
39,2
40,2
41,2
42,2
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,5
59,5
60,5
61,5
62,5
63,5
64,5
65,5
66,5
67,5
68,5
69,5
70,5
71,5
72,5
73,6
74,6
75,6
76,6
77,6
78,7
79,7
80,7
81,7
82,7
83,7
84,7
85,7
86,7
87,7
88,7
89,7
90,7
91,7
92,7
93,8
94,8
95,8
96,9
97,9
98,9
99,9
100,9
101,9
102,9
103,9
104,9
105,9
106,9
107,9
108,10
109,11
110,11
111,11
112,12
113,12
114,12
115,12
116,12
117,12
118,12
119,12
120,12
121,12
122,12
123,12
124,12
125,12
126,13
127,13
128,13
129,13
130,13
131,13
132,13
133,13
134,13
135,13
136,13
137,13
138,13
139,13
140,13
141,13
142,13
143,13
144,14
145,14
146,15
147,15
148,15
149,15
150,15
151,15
152,15
153,15
154,15
155,15
156,15
157,15
158,15
159,15
160,15
161,15
162,16
163,16
164,18
165,18
166,18
167,18
168,18
169,18
170,18
171,18
172,18
173,18
174,18
175,18
176,18
177,18
178,18
179,18
180,19
181,20
182,20
183,20
184,20
185,20
186,20
187,20
188,20
189,20
190,20
191,20
192,20
193,20
194,21
195,21
196,21
197,21
198,22
199,22
200,22
201,22
202,22
203,22
204,22
205,22
206,22
207,22
208,22
209,22
210,22
211,22
212,22
213,22
214,22
215,22
216,23
217,23
218,23
219,23
220,23
221,23
222,24
223,24
224,24
225,24
226,24
227,24
228,24
229,24
230,24
231,25
232,25
233,26
234,26
235,26
236,27
237,27
238,27
239,28
240,28
241,28
242,28
243,28
244,28
245,28
246,28
247,28
248,29
249,29
250,29
251,29
252,29
253,29
254,29
255,29
256,29
257,29
258,30
259,30
260,30
261,30
262,30
263,30
264,30
265,30
266,30
267,30
268,30
269,30
270,30
271,30
272,31
273,31
274,31
275,31
276,31
277,31
278,32
279,32
280,32
281,32
282,32
283,32
284,32
285,32
286,32
287,32
288,32
289,32
290,32
291,32
292,32
293,32
294,34
295,34
296,34
297,34
298,34
299,34
300,34
301,35
302,35
303,35
304,35
305,35
306,35
307,35
308,36
309,36
310,36
311,36
312,36
313,36
314,36
315,36
316,36
317,36
318,36
319,37
320,37
321,37
322,37
323,37
324,37
325,37
326,37
327,37
328,37
329,38
330,38
331,38
332,38
333,38
334,38
335,38
336,38
337,39
338,39
339,39
340,39
341,39
342,39
343,39
344,39
345,39
346,40
347,40
348,40
349,42
350,42
351,43
352,43
353,43
354,44
355,44
356,44
357,44
358,44
359,44
360,44
361,44
362,44
363,44
364,44
365,45
366,45
367,45
368,45
369,46
370,46
371,46
372,46
373,46
374,46
375,46
376,46
377,46
378,46
379,46
380,46
381,47
382,47
383,48
384,48
385,48
386,48
387,48
388,48
389,48
390,48
391,48
392,48
393,48
394,48
395,49
396,49
397,49
398,49
399,50
400,50
401,50
402,50
403,50
404,50
405,50
406,50
407,50
408,50
409,50
410,50
411,50
412,50
413,51
414,51
415,51
416,51
417,51
418,51
419,51
420,51
421,52
422,53
423,54
424,54
425,54
426,55
427,56
428,56
429,56
430,56
431,56
432,56
433,56
434,57
435,57
436,57
437,57
438,57
439,57
440,57
441,57
442,57
443,57
444,57
445,57
446,58
447,58
448,58
449,58
450,58
451,58
452,58
453,58
454,58
455,58
456,58
457,58
458,58
459,58
460,58
461,58
462,58
463,59
464,59
465,59
466,59
467,59
468,59
469,59
470,59
471,59
472,59
473,59
474,59
475,60
476,60
477,60
478,60
479,60
480,61
481,61
482,61
483,61
484,61
485,61
486,61
487,61
488,61
489,61
490,61
491,61
492,61
493,61
494,61
495,62
496,62
497,63
498,64
499,64
500,65
501,65
502,65
503,65
504,65
505,65
506,65
507,65
508,65
509,65
510,65
511,65
512,65
513,65
514,65
515,65
516,65
517,65
518,65
519,65
520,66
521,66
522,66
523,66
524,66
525,66
526,66
527,66
528,66
529,67
530,67
531,67
