step_number,food_amount
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,3
86,3
87,3
88,3
89,3
90,3
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,5
100,5
101,5
102,6
103,6
104,6
105,6
106,6
107,6
108,6
109,6
110,6
111,6
112,7
113,7
114,7
115,7
116,7
117,7
118,7
119,7
120,7
121,7
122,7
123,8
124,8
125,8
126,8
127,8
128,9
129,9
130,9
131,9
132,9
133,9
134,9
135,9
136,9
137,10
138,10
139,10
140,10
141,10
142,10
143,10
144,10
145,10
146,10
147,10
148,11
149,11
150,11
151,11
152,11
153,11
154,11
155,11
156,11
157,11
158,12
159,13
160,13
161,13
162,13
163,13
164,13
165,13
166,13
167,14
168,14
169,14
170,14
171,14
172,14
173,14
174,14
175,14
176,14
177,14
178,14
179,14
180,14
181,14
182,14
183,14
184,14
185,14
186,14
187,14
188,14
189,14
190,14
191,14
192,15
193,15
194,15
195,15
196,15
197,15
198,15
199,15
200,15
201,15
202,15
203,15
204,15
205,15
206,15
207,15
208,15
209,15
210,15
211,15
212,15
213,15
214,15
215,15
216,15
217,15
218,15
219,15
220,15
221,15
222,15
223,15
224,15
225,16
226,16
227,16
228,16
229,16
230,16
231,17
232,17
233,17
234,17
235,17
236,17
237,17
238,17
239,17
240,17
241,17
242,17
243,17
244,17
245,17
246,17
247,17
248,18
249,18
250,18
251,18
252,19
253,19
254,19
255,19
256,20
257,20
258,20
259,21
260,21
261,21
262,21
263,21
264,21
265,21
266,21
267,21
268,21
269,22
270,22
271,22
272,22
273,22
274,22
275,22
276,22
277,22
278,22
279,22
280,22
281,22
282,22
283,22
284,22
285,23
286,23
287,23
288,23
289,24
290,24
291,24
292,24
293,24
294,24
295,25
296,25
297,25
298,25
299,25
300,25
301,26
302,26
303,26
304,27
305,27
306,27
307,27
308,27
309,27
310,27
311,27
312,27
313,27
314,27
315,27
316,27
317,27
318,27
319,27
320,27
321,27
322,27
323,28
324,28
325,28
326,28
327,28
328,28
329,28
330,28
331,29
332,29
333,29
334,29
335,29
336,29
337,29
338,29
339,29
340,29
341,29
342,29
343,29
344,29
345,29
346,30
347,30
348,30
349,30
350,31
351,31
352,31
353,31
354,31
355,31
356,31
357,31
358,31
359,31
360,31
361,31
362,31
363,31
364,31
365,31
366,31
367,31
368,31
369,31
370,31
371,32
372,32
373,32
374,32
375,32
376,32
377,32
378,32
379,32
380,32
381,32
382,32
383,32
384,32
385,32
386,33
387,33
388,33
389,33
390,33
391,33
392,34
393,34
394,35
395,35
396,35
397,35
398,35
399,35
400,36
401,36
402,37
403,37
404,37
405,37
406,37
407,38
408,38
409,38
410,38
411,38
412,38
413,38
414,38
415,39
416,39
417,39
418,39
419,39
420,40
421,40
422,41
423,41
424,41
425,41
426,41
427,41
428,41
429,41
430,42
431,42
432,42
433,42
434,42
435,42
436,42
437,42
438,42
439,42
440,42
441,42
442,42
443,43
444,43
445,43
446,43
447,43
448,43
449,44
450,44
451,44
452,44
453,44
454,44
455,44
456,44
457,44
458,44
459,45
460,45
461,45
462,45
463,45
464,45
465,46
466,46
467,46
468,46
469,46
470,46
471,46
472,46
473,46
474,46
475,46
476,46
477,46
478,46
479,46
480,46
481,47
482,48
483,48
484,48
485,48
486,48
487,48
488,48
489,48
490,48
491,48
492,48
493,49
494,49
495,49
496,49
497,49
498,49
499,50
500,50
501,50
502,50
503,50
504,50
505,50
506,50
507,50
508,50
509,51
510,51
511,51
512,51
513,51
514,51
515,51
516,51
517,51
518,51
519,51
520,51
521,51
522,51
523,52
524,52
525,52
526,53
527,53
528,53
529,54
530,54
531,54
