step_number,food_amount
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,4
119,4
120,4
121,5
122,5
123,5
124,5
125,6
126,6
127,6
128,6
129,6
130,7
131,7
132,7
133,8
134,8
135,8
136,8
137,8
138,8
139,9
140,9
141,9
142,9
143,9
144,9
145,9
146,9
147,9
148,9
149,9
150,9
151,9
152,9
153,9
154,9
155,9
156,9
157,9
158,9
159,10
160,10
161,11
162,11
163,11
164,12
165,12
166,12
167,12
168,12
169,12
170,12
171,12
172,12
173,13
174,13
175,13
176,13
177,14
178,14
179,14
180,15
181,15
182,15
183,15
184,15
185,15
186,15
187,15
188,15
189,15
190,15
191,15
192,15
193,15
194,15
195,15
196,15
197,15
198,16
199,16
200,16
201,16
202,16
203,16
204,16
205,16
206,16
207,16
208,16
209,16
210,16
211,16
212,16
213,16
214,16
215,16
216,16
217,16
218,16
219,16
220,16
221,16
222,16
223,16
224,16
225,17
226,17
227,18
228,18
229,18
230,18
231,18
232,18
233,18
234,18
235,18
236,19
237,20
238,20
239,20
240,20
241,20
242,21
243,21
244,21
245,21
246,21
247,21
248,21
249,21
250,21
251,21
252,21
253,22
254,22
255,22
256,22
257,22
258,22
259,23
260,23
261,23
262,23
263,23
264,23
265,23
266,23
267,23
268,23
269,23
270,23
271,23
272,23
273,23
274,23
275,23
276,23
277,23
278,23
279,23
280,23
281,23
282,23
283,23
284,23
285,23
286,23
287,23
288,23
289,23
290,23
291,23
292,23
293,24
294,24
295,24
296,24
297,24
298,24
299,24
300,24
301,25
302,26
303,26
304,26
305,26
306,27
307,27
308,28
309,28
310,28
311,28
312,28
313,28
314,29
315,29
316,29
317,29
318,29
319,29
320,29
321,29
322,30
323,30
324,30
325,30
326,30
327,31
328,31
329,32
330,32
331,32
332,32
333,32
334,32
335,32
336,32
337,32
338,32
339,32
340,32
341,32
342,32
343,32
344,32
345,32
346,32
347,32
348,32
349,32
350,32
351,32
352,32
353,32
354,32
355,32
356,32
357,32
358,32
359,32
360,32
361,32
362,32
363,32
364,32
365,33
366,34
367,35
368,35
369,35
370,36
371,36
372,36
373,37
374,37
375,37
376,37
377,37
378,37
379,37
380,37
381,37
382,37
383,37
384,37
385,37
386,37
387,37
388,37
389,37
390,37
391,37
392,37
393,38
394,38
395,38
396,38
397,38
398,38
399,38
400,38
401,38
402,38
403,38
404,39
405,39
406,40
407,40
408,40
409,41
410,41
411,41
412,41
413,41
414,41
415,41
416,41
417,42
418,42
419,42
420,42
421,42
422,42
423,42
424,43
425,43
426,43
427,43
428,43
429,43
430,43
431,43
432,43
433,44
434,44
435,44
436,44
437,44
438,44
439,44
440,44
441,44
442,44
443,44
444,44
445,45
446,45
447,45
448,45
449,45
450,45
451,45
452,45
453,45
454,45
455,45
456,45
457,45
458,45
459,45
460,47
461,47
462,47
463,47
464,48
465,48
466,48
467,48
468,48
469,48
470,48
471,48
472,49
473,50
474,50
475,50
476,50
477,50
478,50
479,50
480,50
481,50
482,50
483,50
484,50
485,50
486,50
487,50
488,50
489,50
490,51
491,51
492,51
493,51
494,51
495,51
496,51
497,51
498,51
499,51
500,51
501,51
502,51
503,51
504,51
505,51
506,51
507,52
508,52
509,52
510,52
511,52
512,52
513,53
514,53
515,53
516,53
517,53
518,53
519,53
520,53
521,53
522,53
523,54
524,54
525,54
526,54
527,54
528,54
529,54
530,54
531,54
