step_number,food_amount
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,3
191,3
192,3
193,3
194,3
195,3
196,3
197,3
198,3
199,3
200,3
201,3
202,3
203,3
204,3
205,3
206,3
207,3
208,3
209,3
210,3
211,3
212,4
213,4
214,4
215,4
216,4
217,4
218,4
219,4
220,4
221,4
222,4
223,4
224,4
225,4
226,4
227,4
228,5
229,5
230,5
231,5
232,5
233,5
234,5
235,5
236,5
237,5
238,5
239,5
240,5
241,5
242,5
243,5
244,5
245,5
246,5
247,5
248,5
249,5
250,5
251,5
252,5
253,5
254,5
255,5
256,5
257,5
258,5
259,5
260,5
261,5
262,5
263,5
264,5
265,5
266,5
267,5
268,6
269,6
270,6
271,6
272,6
273,6
274,6
275,6
276,6
277,6
278,6
279,6
280,6
281,6
282,6
283,6
284,6
285,6
286,6
287,6
288,6
289,6
290,6
291,6
292,6
293,6
294,6
295,6
296,6
297,6
298,8
299,8
300,8
301,8
302,8
303,9
304,9
305,9
306,9
307,10
308,10
309,10
310,10
311,10
312,10
313,10
314,10
315,10
316,10
317,10
318,10
319,10
320,11
321,11
322,11
323,11
324,11
325,11
326,11
327,11
328,11
329,11
330,11
331,11
332,11
333,11
334,11
335,11
336,11
337,11
338,11
339,11
340,11
341,11
342,11
343,11
344,11
345,11
346,11
347,11
348,11
349,11
350,12
351,13
352,13
353,13
354,14
355,14
356,14
357,14
358,14
359,14
360,15
361,15
362,15
363,15
364,15
365,15
366,16
367,16
368,16
369,16
370,16
371,16
372,16
373,16
374,16
375,16
376,16
377,17
378,18
379,18
380,19
381,19
382,19
383,19
384,19
385,19
386,19
387,19
388,19
389,19
390,19
391,19
392,19
393,19
394,19
395,19
396,20
397,20
398,20
399,20
400,20
401,20
402,20
403,20
404,20
405,20
406,20
407,20
408,20
409,20
410,20
411,20
412,20
413,20
414,20
415,20
416,20
417,20
418,20
419,21
420,21
421,21
422,21
423,21
424,21
425,21
426,21
427,21
428,22
429,22
430,22
431,22
432,22
433,22
434,22
435,23
436,23
437,23
438,23
439,23
440,23
441,23
442,23
443,23
444,23
445,24
446,24
447,25
448,25
449,25
450,26
451,26
452,26
453,26
454,26
455,26
456,26
457,27
458,27
459,27
460,27
461,27
462,27
463,27
464,27
465,27
466,27
467,27
468,27
469,27
470,27
471,27
472,27
473,27
474,27
475,27
476,27
477,27
478,27
479,27
480,27
481,28
482,28
483,28
484,28
485,28
486,28
487,28
488,28
489,28
490,28
491,29
492,29
493,29
494,29
495,29
496,29
497,29
498,29
499,29
500,29
501,29
502,30
503,30
504,30
505,30
506,30
507,30
508,30
509,31
510,31
511,31
512,31
513,33
514,33
515,33
516,33
517,33
518,33
519,33
520,33
521,33
522,34
523,34
524,34
525,34
526,34
527,34
528,34
529,34
530,34
531,35
