step_number,food_amount
532,57
533,57
534,57
535,57
536,58
537,58
538,58
539,58
540,58
541,58
542,58
543,58
544,58
545,58
546,59
547,59
548,59
549,59
550,59
551,59
552,60
553,60
554,60
555,60
556,60
557,60
558,60
559,60
560,60
561,60
562,60
563,60
564,60
565,60
566,60
567,60
568,60
569,60
570,60
571,60
572,60
573,60
574,62
575,62
576,62
577,62
578,62
579,62
580,62
581,62
582,62
583,62
584,62
585,62
586,62
587,62
588,62
589,62
590,62
591,63
592,63
593,63
594,63
595,63
596,63
597,63
598,63
599,64
600,64
601,65
602,65
603,65
604,65
605,65
606,65
607,65
608,65
609,65
610,65
611,65
612,65
613,65
614,65
615,65
616,65
617,65
618,65
619,65
620,65
621,65
622,65
623,65
624,65
625,65
626,66
627,66
628,67
629,67
630,67
631,67
632,67
633,67
634,67
635,67
636,67
637,67
638,67
639,67
640,67
641,67
642,68
643,68
644,68
645,68
646,68
647,68
648,68
649,68
650,68
651,68
652,68
653,69
654,69
655,69
656,69
657,69
658,69
659,69
660,69
661,69
662,69
663,69
664,70
665,70
666,70
667,71
668,71
669,71
670,71
671,71
672,71
673,71
674,71
675,71
676,71
677,71
678,71
679,71
680,71
681,72
682,73
683,73
684,73
685,74
686,74
687,74
688,74
689,74
690,74
691,75
692,75
693,76
694,76
695,76
696,76
697,76
698,76
699,76
700,76
701,76
702,76
703,76
704,76
705,76
706,76
707,76
708,76
709,76
710,76
711,76
712,76
713,76
714,76
715,76
716,76
717,76
718,76
719,76
720,76
721,76
722,76
723,76
724,76
725,77
726,77
727,77
728,77
729,77
730,77
731,77
732,77
733,77
734,77
735,77
736,77
737,77
738,77
739,77
740,77
741,77
742,79
743,79
744,79
745,79
746,79
747,79
748,79
749,79
750,80
751,80
752,80
753,80
754,80
755,80
756,80
757,81
758,81
759,81
760,81
761,81
762,81
763,81
764,81
765,81
766,81
767,81
768,81
769,81
770,81
771,81
772,81
773,81
774,81
775,81
776,81
777,81
778,81
779,81
780,81
781,81
782,81
783,81
784,81
785,81
786,81
787,81
788,81
789,81
790,81
791,82
792,82
793,82
794,82
795,82
796,82
797,82
798,82
799,83
800,83
801,83
802,83
803,83
804,83
805,84
806,84
807,84
808,84
809,85
810,85
811,85
812,85
813,85
814,85
815,85
816,85
817,85
818,85
819,85
820,85
821,85
822,87
823,87
824,87
825,87
826,87
827,87
828,87
829,87
830,87
831,88
832,88
833,88
834,88
835,88
836,88
837,88
838,88
839,88
840,88
841,88
842,88
843,88
844,88
845,88
846,88
847,88
848,88
849,88
850,88
851,89
852,89
853,89
854,90
855,90
856,90
857,90
858,90
859,90
860,90
861,90
862,90
863,90
864,90
865,90
866,91
867,91
868,91
869,91
870,91
871,92
872,92
873,92
874,92
875,92
876,92
877,92
878,92
879,92
880,92
881,92
882,92
883,92
884,92
885,92
886,92
887,92
888,92
889,92
890,92
891,93
892,93
893,93
894,93
895,93
896,93
897,93
898,93
899,93
900,93
901,93
902,93
903,93
904,93
905,93
906,93
907,93
908,93
909,93
910,94
911,94
912,94
913,94
914,94
915,95
916,95
917,95
918,95
919,95
920,95
921,95
922,95
923,95
924,95
925,95
926,95
927,95
928,95
929,95
930,96
931,96
932,96
933,96
934,96
935,96
936,96
937,96
938,96
939,96
940,96
941,96
942,96
943,96
944,96
945,96
946,96
947,96
948,96
949,96
950,96
951,96
952,96
953,96
954,97
955,97
956,97
957,98
958,98
959,98
960,98
961,98
962,98
963,98
964,98
965,98
966,98
967,98
968,98
969,98
970,98
971,98
972,98
973,98
974,98
975,99
976,99
977,99
978,99
979,99
980,99
981,99
982,99
983,99
984,99
985,99
986,99
987,99
988,99
989,100
990,100
991,100
992,100
993,100
994,100
995,100
996,100
997,100
998,100
999,100
1000,100
