step_number,food_amount
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,5
162,6
163,6
164,6
165,6
166,6
167,6
168,6
169,6
170,6
171,6
172,6
173,6
174,6
175,6
176,6
177,6
178,6
179,7
180,7
181,7
182,7
183,7
184,7
185,7
186,7
187,8
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,9
199,9
200,9
201,9
202,9
203,9
204,9
205,9
206,10
207,10
208,10
209,10
210,10
211,11
212,11
213,11
214,11
215,11
216,11
217,11
218,12
219,14
220,14
221,14
222,14
223,14
224,14
225,14
226,14
227,14
228,14
229,14
230,14
231,14
232,14
233,14
234,14
235,14
236,14
237,14
238,14
239,14
240,14
241,14
242,14
243,14
244,14
245,14
246,15
247,15
248,16
249,16
250,17
251,17
252,17
253,17
254,17
255,17
256,17
257,17
258,17
259,18
260,19
261,19
262,19
263,19
264,19
265,19
266,20
267,20
268,20
269,20
270,20
271,20
272,20
273,21
274,21
275,21
276,21
277,21
278,21
279,22
280,22
281,22
282,22
283,22
284,22
285,22
286,23
287,23
288,23
289,23
290,23
291,23
292,23
293,23
294,25
295,25
296,26
297,26
298,26
299,26
300,26
301,26
302,26
303,26
304,26
305,26
306,27
307,27
308,27
309,27
310,27
311,27
312,27
313,27
314,27
315,27
316,27
317,27
318,27
319,27
320,27
321,27
322,27
323,27
324,28
325,28
326,29
327,29
328,29
329,29
330,29
331,29
332,29
333,30
334,30
335,30
336,30
337,30
338,30
339,31
340,32
341,32
342,32
343,32
344,32
345,32
346,32
347,32
348,32
349,32
350,32
351,32
352,32
353,32
354,32
355,32
356,32
357,32
358,32
359,32
360,32
361,32
362,32
363,32
364,33
365,33
366,33
367,33
368,33
369,33
370,33
371,33
372,33
373,33
374,33
375,33
376,34
377,34
378,34
379,34
380,34
381,35
382,35
383,35
384,35
385,35
386,36
387,36
388,36
389,36
390,36
391,36
392,36
393,36
394,36
395,36
396,36
397,36
398,36
399,36
400,36
401,36
402,36
403,36
404,36
405,36
406,36
407,36
408,37
409,37
410,37
411,37
412,37
413,37
414,37
415,37
416,37
417,37
418,38
419,38
420,38
421,38
422,38
423,39
424,39
425,39
426,39
427,41
428,41
429,41
430,41
431,41
432,41
433,41
434,41
435,41
436,41
437,41
438,41
439,41
440,41
441,41
442,41
443,41
444,41
445,41
446,41
447,41
448,41
449,41
450,41
451,41
452,41
453,41
454,41
455,41
456,42
457,42
458,42
459,42
460,42
461,42
462,42
463,42
464,42
465,43
466,43
467,43
468,43
469,43
470,43
471,43
472,43
473,43
474,43
475,43
476,44
477,44
478,44
479,44
480,45
481,45
482,45
483,45
484,45
485,45
486,45
487,46
488,46
489,46
490,47
491,47
492,47
493,47
494,47
495,47
496,47
497,47
498,47
499,47
500,47
501,47
502,47
503,47
504,47
505,47
506,47
507,47
508,47
509,47
510,48
511,48
512,48
513,48
514,49
515,49
516,49
517,49
518,49
519,49
520,49
521,49
522,49
523,49
524,49
525,50
526,50
527,50
528,50
529,50
530,50
531,50
